0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,target
0.0,0.7647058823529411,0.1111111111111111,0.5625,1.0,0.8125,0.0,0.03571428571428571,0.0,0.03225806451612903,0.04444444444444444,0.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320753,0.0,0.45,0.42307692307692313,0.3111111111111111,0.38461538461538464,0.656953642384106,0.0,0.3157894736842105,0.43478260869565216,0.3939393939393939,0.5,0.6353846153846153,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
0.0,0.6470588235294117,0.1111111111111111,0.4375,1.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.022222222222222223,1.0,0.0,1.0,0.0,1.0,0.0,0.45283018867924524,0.0,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.08333333333333333,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.41666666666666663,0.5930232558139535,1.0,0.3117569352708058,0
0.0,0.8235294117647058,0.1111111111111111,0.1875,1.0,0.8125,0.0,0.0,0.8181818181818182,0.29032258064516125,0.13333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320753,0.0,0.0,0.23076923076923078,0.2888888888888889,0.15384615384615385,0.6225165562913907,0.0,0.0,0.2608695652173913,0.4545454545454546,0.2,0.5653846153846154,0.0,0.9186046511627907,0.7999999999999999,0.0,1
0.0,0.3529411764705882,0.1111111111111111,0.25,1.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.08888888888888889,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301883,0.0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7682119205298014,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.691025641025641,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
0.0,0.4117647058823529,0.1111111111111111,0.6875,1.0,0.0,0.0,0.75,0.787878787878788,0.16129032258064516,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.780473036896878,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7932307692307692,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
0.0,0.4117647058823529,0.1111111111111111,0.5625,1.0,0.0,0.0,0.75,0.3939393939393939,0.29032258064516125,0.17777777777777778,1.0,0.0,0.0,1.0,0.0,0.0,0.07547169811320753,0.0,0.0,0.23076923076923078,0.24444444444444446,0.23076923076923078,0.5496688741721855,0.0,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.6282051282051281,0.0,0.5930232558139535,1.0,0.3117569352708058,1
0.0,0.0,0.3333333333333333,0.8125,1.0,0.0,0.0,0.35714285714285715,0.2424242424242424,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.037735849056603765,0.0,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.17391304347826086,0.12121212121212122,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,0
0.0,0.47058823529411764,0.4444444444444444,0.9375,1.0,0.0,0.0,0.42857142857142855,0.787878787878788,0.29032258064516125,0.13333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.05660377358490565,0.0,0.0,0.2692307692307693,0.2,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
0.0,0.0,0.1111111111111111,0.5625,1.0,0.0,0.0,0.42857142857142855,0.787878787878788,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.3333333333333333,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,0
0.0,0.4117647058823529,0.2222222222222222,0.625,1.0,0.0,0.0,0.07142857142857142,0.06060606060606061,0.06451612903225806,0.04444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.018867924528301883,0.0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.5933774834437086,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.5384615384615384,0.0,0.2093023255813954,0.0,0.12417437252311753,0
